ERP000948	ERR048961	Adult male	
ERP000948	ERR048962	Adult female	
ERP000948	ERR048963	L4	
ERP000948	ERR048965	Microfilariae	
ERP000948	ERR048967	Eggs/embryos	
ERP000948	ERR048969	Eggs/embryos	
ERP000948	ERR048970	Adult female	
ERP000948	ERR048971	L4	
ERP000948	ERR048972	Adult female	
ERP000948	ERR048973	L4	
ERP000948	ERR048974	L3	
ERP000948	ERR048964	L3 (GA sample)	
SRP063061	SRR2225857	Upon dissection	RNA extraction immediately upon jird dissection
SRP063061	SRR2225858	Upon dissection	RNA extraction immediately upon jird dissection
SRP063061	SRR2225859	Upon dissection	RNA extraction immediately upon jird dissection
SRP063061	SRR2225860	Upon dissection	RNA extraction immediately upon jird dissection
SRP063061	SRR2225861	Upon dissection	RNA extraction immediately upon jird dissection
SRP063061	SRR2225862	Upon dissection	RNA extraction immediately upon jird dissection
SRP063061	SRR2225863	Upon arrival	RNA extraction upon arrival
SRP063061	SRR2225864	Upon arrival	RNA extraction upon arrival
SRP063061	SRR2225865	Upon arrival	RNA extraction upon arrival
SRP063061	SRR2225866	Upon arrival	RNA extraction upon arrival
SRP063061	SRR2225867	Upon arrival	RNA extraction upon arrival
SRP063061	SRR2225868	Upon arrival	RNA extraction upon arrival
SRP063061	SRR2225869	48h	RNA extraction after 48h in culture
SRP063061	SRR2225870	48h	RNA extraction after 48h in culture
SRP063061	SRR2225871	48h	RNA extraction after 48h in culture
SRP063061	SRR2225872	48h	RNA extraction after 48h in culture
SRP063061	SRR2225873	48h	RNA extraction after 48h in culture
SRP063061	SRR2225874	48h	RNA extraction after 48h in culture
SRP063061	SRR2225875	5 days	RNA extraction after 5 days in culture
SRP063061	SRR2225876	5 days	RNA extraction after 5 days in culture
SRP063061	SRR2225877	5 days	RNA extraction after 5 days in culture
SRP063061	SRR2225878	5 days	RNA extraction after 5 days in culture
SRP063061	SRR2225879	5 days	RNA extraction after 5 days in culture
SRP063061	SRR2225880	5 days	RNA extraction after 5 days in culture
SRP064921	SRR2673316	20-hydroxyecdysone-treated females	
SRP064921	SRR3292163	20-hydroxyecdysone-treated females	
SRP064921	SRR3292166	20-hydroxyecdysone-treated females	
SRP066610	SRR2954973	0h	RNA extraction upon arrival at McGill
SRP066610	SRR2954974	0h	RNA extraction upon arrival at McGill
SRP066610	SRR2954975	24 h	RNA extraction at 24 h
SRP066610	SRR2954976	24 h	RNA extraction at 24 h
SRP066610	SRR2954977	Ivermectin 100nM, 24 h	Ivermectin 100nM, RNA extraction at 24 h
SRP066610	SRR2954978	Ivermectin 100nM, 24 h	Ivermectin 100nM, RNA extraction at 24 h
SRP066610	SRR2954979	48 h	RNA extraction at 48 h
SRP066610	SRR2954980	48 h	RNA extraction at 48 h
SRP066610	SRR2954981	Ivermectin 100nM, 48 h	Ivermectin 100nM, RNA extraction at 48 h
SRP066610	SRR2954982	Ivermectin 100nM, 48 h	Ivermectin 100nM, RNA extraction at 48 h
SRP066610	SRR2954983	72 h	RNA extraction at 72 h
SRP066610	SRR2954984	72 h	RNA extraction at 72 h
SRP066610	SRR2954985	Ivermectin 100nM, 72 h	Ivermectin 100nM, RNA extraction at 72 h
SRP066610	SRR2954986	Ivermectin 100nM, 72 h	Ivermectin 100nM, RNA extraction at 72 h
